id,name,handle,platform,date,time,post_text,misinfo_type,reach,img,user_link,post_link
168,Jeanette Jackson,@THE_CLIMATE_NEWS,YouTube,2021-10-08,21:18,Depletion species environmental recycle climate.,Not bad,500,img_174.jpg,https://www.example.com/,https://www.example.com/
138,Christopher Barrett,@thisIsATest,Twitter,2021-10-09,12:31,Bycatch projections organic development overfishing mitigation.,Scientists are unreliable,500,img_409.jpg,https://www.example.com/,https://www.example.com/
182,Robert Reyes,@climateFool,Twitter,2021-10-10,05:55,Change bamboo production transit.,Solutions won't work,165,img_16.jpg,https://www.example.com/,https://www.example.com/
164,Robert Reyes,@dumbHandle,Other,2021-10-10,06:33,Ecotourism nature volcano smart eco-friendly wind.,Not humans,500,img_112.jpg,https://www.example.com/,https://www.example.com/
150,Robert Reyes,@dumbHandle,Twitter,2021-10-10,10:42,Sustainable greenwashing law agriculture carbon.,Not happening,383,img_461.jpg,https://www.example.com/,https://www.example.com/
144,Jonathon Keller,@dumbHandle,YouTube,2021-10-14,14:01,Contamination climate geothermal organic cycle human smog.,Solutions won't work,53,img_206.jpg,https://www.example.com/,https://www.example.com/
171,Jeanette Jackson,@justSomeSillyLittleGuy,TikTok,2021-10-15,16:36,Biodegradable pesticides fossil food warming quality public.,Not bad,159,img_276.jpg,https://www.example.com/,https://www.example.com/
146,Amber Wilson,@john214394343,Other,2021-10-19,12:21,Fishing soil gases savings production electricity.,Solutions won't work,49,img_233.jpg,https://www.example.com/,https://www.example.com/
135,Michelle Rivers,@anotherFake_handle,Other,2021-10-20,21:59,Trading melting bamboo trees turbines degradation sea.,Not humans,72,img_167.jpg,https://www.example.com/,https://www.example.com/
148,Jeanette Jackson,@anotherFake_handle,Other,2021-10-22,15:55,Degradation innovation protection living.,Not happening,500,img_3.jpg,https://www.example.com/,https://www.example.com/
157,Jonathon Keller,@climateFool,Other,2021-10-25,21:55,Urbanization pollutants natural conservation resources.,Solutions won't work,210,img_317.jpg,https://www.example.com/,https://www.example.com/
160,Timothy Parsons,@dumbHandle,Other,2021-10-30,02:53,Conservation savings wind scientists antarctic marine human human.,Not humans,500,img_47.jpg,https://www.example.com/,https://www.example.com/
178,Sophia Bush,@john214394343,Twitter,2021-11-01,07:09,Air wave clean transportation environmental.,Solutions won't work,357,img_51.jpg,https://www.example.com/,https://www.example.com/
145,Kevin Alexander,@theBozo,TikTok,2021-11-01,11:38,Technology agroforestry desertification.,Solutions won't work,500,img_240.jpg,https://www.example.com/,https://www.example.com/
170,Amber Wilson,@justSomeSillyLittleGuy,TikTok,2021-11-01,12:45,Acidification human biodiversity fossil carbon degradation.,Solutions won't work,60,img_427.jpg,https://www.example.com/,https://www.example.com/
136,Amber Wilson,@dumbHandle,Other,2021-11-02,08:37,Adaptation desertification habitat waste biofuel.,Not happening,476,img_99.jpg,https://www.example.com/,https://www.example.com/
176,Sophia Bush,@exampleName,YouTube,2021-11-05,06:11,Fossil savings conservation climate supply.,Not humans,500,img_6.jpg,https://www.example.com/,https://www.example.com/
159,Amber Wilson,@notAHandle,Other,2021-11-08,00:08,Disaster fuel cleaner carbon land wind.,Solutions won't work,500,img_360.jpg,https://www.example.com/,https://www.example.com/
140,Joseph Miller,@dumbHandle,YouTube,2021-11-09,22:14,Organic agroforestry wetlands.,Not bad,46,img_158.jpg,https://www.example.com/,https://www.example.com/
161,Joseph Miller,@john214394343,TikTok,2021-11-10,01:30,Wildlife earth policy green erosion green.,Not bad,29,img_413.jpg,https://www.example.com/,https://www.example.com/
185,Jonathon Keller,@thisIsATest,TikTok,2021-11-20,13:05,Acidification earth extinction ecotourism sustainable drought resilience.,Not humans,240,img_46.jpg,https://www.example.com/,https://www.example.com/
180,Sophia Bush,@dumbHandle,TikTok,2021-11-21,00:35,Weather conservation change sprawl.,Scientists are unreliable,500,img_416.jpg,https://www.example.com/,https://www.example.com/
181,Michelle Rivers,@anotherFake_handle,YouTube,2021-11-25,18:10,Misinformation overfishing reserves chain deforestation.,Scientists are unreliable,36,img_328.jpg,https://www.example.com/,https://www.example.com/
132,Robert Reyes,@john214394343,TikTok,2021-12-04,04:28,Projections greenhouse habitat.,Scientists are unreliable,500,img_47.jpg,https://www.example.com/,https://www.example.com/
137,Amber Wilson,@THE_CLIMATE_NEWS,Other,2021-12-17,01:29,Reserve technology conservation compost scientific nature biofuel.,Not humans,296,img_482.jpg,https://www.example.com/,https://www.example.com/
167,Joseph Miller,@anotherFake_handle,YouTube,2021-12-17,12:30,Markets sustainable water wind reserve electric.,Not humans,500,img_136.jpg,https://www.example.com/,https://www.example.com/
166,Kevin Alexander,@climateFool,Twitter,2021-12-21,05:39,Conservation consumerism sustainable fuels waste greenhouse agroforestry.,Not humans,27,img_235.jpg,https://www.example.com/,https://www.example.com/
149,Amber Wilson,@thisIsATest,TikTok,2021-12-22,05:58,Ecosystems climate arctic carbon.,Solutions won't work,258,img_194.jpg,https://www.example.com/,https://www.example.com/
147,Robert Reyes,@anotherFake_handle,Twitter,2021-12-23,17:39,Sea science climate sea urbanization compost.,Scientists are unreliable,500,img_392.jpg,https://www.example.com/,https://www.example.com/
154,Robert Reyes,@THE_CLIMATE_NEWS,Twitter,2021-12-27,18:42,Climate national biofuel renewables regulations equity pollutants.,Solutions won't work,363,img_317.jpg,https://www.example.com/,https://www.example.com/
153,Amber Wilson,@thisIsATest,Twitter,2021-12-29,05:32,Degradation degradation emissions degradation fossil plastic.,Solutions won't work,33,img_23.jpg,https://www.example.com/,https://www.example.com/
228,Christopher Barrett,@notAHandle,Twitter,2022-01-10,18:10,Land organic hurricane compost pesticide trading water corridors.,Not happening,394,img_238.jpg,https://www.example.com/,https://www.example.com/
195,Christopher Barrett,@anotherFake_handle,TikTok,2022-01-10,20:29,Plastic sequestration conservation scientific impact sustainable greenhouse bamboo.,Not humans,500,img_463.jpg,https://www.example.com/,https://www.example.com/
234,Sophia Bush,@notAHandle,YouTube,2022-01-11,05:13,Air consumerism pollutants electric clean weather agriculture.,Scientists are unreliable,22,img_387.jpg,https://www.example.com/,https://www.example.com/
224,Michelle Rivers,@theBozo,YouTube,2022-01-11,10:06,Wetlands sustainability carbon ecosystem erosion degradation markets bamboo.,Not happening,500,img_330.jpg,https://www.example.com/,https://www.example.com/
199,Robert Reyes,@john214394343,TikTok,2022-01-13,15:27,Biofuel pesticides cleaner protection.,Solutions won't work,77,img_200.jpg,https://www.example.com/,https://www.example.com/
247,Michelle Rivers,@thisIsATest,TikTok,2022-01-14,21:12,Solar smog turbines solar storm living biofuel.,Not bad,262,img_318.jpg,https://www.example.com/,https://www.example.com/
196,Jeanette Jackson,@theBozo,TikTok,2022-01-14,21:45,Development fossil regulations sprawl panels projections nature.,Not humans,500,img_420.jpg,https://www.example.com/,https://www.example.com/
207,Robert Reyes,@theBozo,YouTube,2022-01-15,10:31,Contamination wetlands carbon recycle organic.,Not happening,256,img_165.jpg,https://www.example.com/,https://www.example.com/
236,Michelle Rivers,@theBozo,YouTube,2022-01-16,21:20,Advocacy bicycles cycle carbon action smart innovation.,Not bad,476,img_362.jpg,https://www.example.com/,https://www.example.com/
215,Sophia Bush,@thisIsATest,Twitter,2022-01-16,23:23,Markets ecosystems climate cities greenwashing preservation law.,Solutions won't work,182,img_50.jpg,https://www.example.com/,https://www.example.com/
208,Joseph Miller,@notAHandle,TikTok,2022-01-23,14:34,Wave grid endangered peatlands fuel methane.,Not happening,445,img_287.jpg,https://www.example.com/,https://www.example.com/
222,Kevin Alexander,@dumbHandle,Other,2022-01-23,16:14,Quality regulations corridors ice recycle.,Not happening,377,img_366.jpg,https://www.example.com/,https://www.example.com/
246,Jeanette Jackson,@john214394343,Twitter,2022-01-23,18:28,Forest endangered soil fossil climate.,Solutions won't work,129,img_349.jpg,https://www.example.com/,https://www.example.com/
217,Sophia Bush,@dumbHandle,TikTok,2022-01-24,05:44,Regulations ecotourism conservation innovation.,Solutions won't work,298,img_495.jpg,https://www.example.com/,https://www.example.com/
220,Kevin Alexander,@theBozo,Other,2022-01-24,07:06,Ecotourism policy footprint greenwashing fuel air climate.,Scientists are unreliable,134,img_441.jpg,https://www.example.com/,https://www.example.com/
230,Jeanette Jackson,@notAHandle,TikTok,2022-01-24,11:05,Climate climate ecosystems floods environmental.,Scientists are unreliable,493,img_222.jpg,https://www.example.com/,https://www.example.com/
216,Kevin Alexander,@justSomeSillyLittleGuy,Twitter,2022-01-24,18:53,Air pollution bycatch cleaner ice floods biofuel.,Not humans,364,img_297.jpg,https://www.example.com/,https://www.example.com/
221,Jeanette Jackson,@THE_CLIMATE_NEWS,YouTube,2022-01-25,01:56,Recycle overfishing hydropower green hoax adaptation.,Not happening,153,img_483.jpg,https://www.example.com/,https://www.example.com/
223,Joseph Miller,@justSomeSillyLittleGuy,Other,2022-01-25,14:54,Recycle sustainable consumerism biofuel nuclear.,Solutions won't work,500,img_163.jpg,https://www.example.com/,https://www.example.com/
226,Jeanette Jackson,@dumbHandle,Other,2022-01-25,16:25,Recycle industrial resilience turbines wildlife deforestation markets.,Not bad,389,img_434.jpg,https://www.example.com/,https://www.example.com/
209,Robert Reyes,@notAHandle,TikTok,2022-01-26,04:35,Food levels land offsets.,Not happening,200,img_286.jpg,https://www.example.com/,https://www.example.com/
231,Robert Reyes,@exampleName,Other,2022-01-26,18:42,Sustainable depletion turbines industrial.,Scientists are unreliable,312,img_368.jpg,https://www.example.com/,https://www.example.com/
232,Michelle Rivers,@thisIsATest,Twitter,2022-01-26,20:59,Human smart pesticides turbines production earth fires desertification.,Not bad,50,img_65.jpg,https://www.example.com/,https://www.example.com/
192,Michelle Rivers,@theBozo,TikTok,2022-01-27,04:03,Acidification landfill degradation farming.,Not happening,197,img_458.jpg,https://www.example.com/,https://www.example.com/
206,Michelle Rivers,@dumbHandle,Other,2022-01-27,07:07,Cycle wildlife data emissions hydropower arctic.,Not humans,500,img_390.jpg,https://www.example.com/,https://www.example.com/
245,Christopher Barrett,@justSomeSillyLittleGuy,Twitter,2022-01-27,09:56,Protection models earthquake geothermal wildlife trading national.,Not humans,500,img_182.jpg,https://www.example.com/,https://www.example.com/
225,Joseph Miller,@climateFool,Twitter,2022-01-27,10:16,Carbon preservation wind warming volcano earth turbines.,Not humans,358,img_131.jpg,https://www.example.com/,https://www.example.com/
237,Amber Wilson,@dumbHandle,TikTok,2022-01-28,00:52,Smart mitigation biodiversity innovation.,Not bad,500,img_484.jpg,https://www.example.com/,https://www.example.com/
213,Timothy Parsons,@theBozo,Other,2022-01-30,08:47,Projections fertilizer antarctic organic production conscious food.,Not bad,500,img_368.jpg,https://www.example.com/,https://www.example.com/
194,Robert Reyes,@dumbHandle,YouTube,2022-01-30,22:56,Food compost rainforest wind levels acidification trading.,Scientists are unreliable,302,img_21.jpg,https://www.example.com/,https://www.example.com/
235,Robert Reyes,@john214394343,YouTube,2022-01-31,00:54,Fishing warming offsets soil development pollution.,Not happening,500,img_59.jpg,https://www.example.com/,https://www.example.com/
218,Timothy Parsons,@exampleName,Other,2022-01-31,03:39,Resilience wildlife ozone fires methane.,Scientists are unreliable,148,img_168.jpg,https://www.example.com/,https://www.example.com/
302,Timothy Parsons,@exampleName,Other,2022-02-02,10:14,Global weatherproofing smart erosion smart.,Not happening,269,img_251.jpg,https://www.example.com/,https://www.example.com/
291,Jonathon Keller,@anotherFake_handle,Other,2022-02-03,01:36,Bamboo wind peatlands endangered antarctic.,Scientists are unreliable,500,img_300.jpg,https://www.example.com/,https://www.example.com/
267,Jonathon Keller,@notAHandle,TikTok,2022-02-03,23:45,Fossil renewables turbines depletion.,Not bad,500,img_185.jpg,https://www.example.com/,https://www.example.com/
253,Jeanette Jackson,@theBozo,TikTok,2022-02-06,01:47,Fuels fertilizer agroforestry.,Solutions won't work,196,img_4.jpg,https://www.example.com/,https://www.example.com/
283,Christopher Barrett,@climateFool,Other,2022-02-06,17:19,Solar biodegradable trading development carbon-neutral seismic earthquake.,Solutions won't work,500,img_224.jpg,https://www.example.com/,https://www.example.com/
270,Sophia Bush,@justSomeSillyLittleGuy,Twitter,2022-02-06,18:06,Natural contamination acidification deforestation equity trees impact.,Not humans,85,img_98.jpg,https://www.example.com/,https://www.example.com/
305,Jeanette Jackson,@dumbHandle,TikTok,2022-02-07,14:25,Melting sustainability scientists resources.,Solutions won't work,500,img_386.jpg,https://www.example.com/,https://www.example.com/
303,Amber Wilson,@THE_CLIMATE_NEWS,Twitter,2022-02-08,00:23,Cities ice antarctic data living.,Solutions won't work,190,img_393.jpg,https://www.example.com/,https://www.example.com/
266,Michelle Rivers,@justSomeSillyLittleGuy,Other,2022-02-08,22:52,Panels CO2 weather public erosion sprawl ice climate.,Solutions won't work,500,img_364.jpg,https://www.example.com/,https://www.example.com/
260,Kevin Alexander,@theBozo,Other,2022-02-09,05:34,Bycatch sustainable living bicycles.,Not bad,305,img_347.jpg,https://www.example.com/,https://www.example.com/
290,Christopher Barrett,@THE_CLIMATE_NEWS,YouTube,2022-02-09,19:03,Reserve species action overfishing climate ocean mitigation.,Not happening,318,img_198.jpg,https://www.example.com/,https://www.example.com/
294,Christopher Barrett,@THE_CLIMATE_NEWS,TikTok,2022-02-11,07:26,Fossil sustainable conservation.,Not bad,500,img_262.jpg,https://www.example.com/,https://www.example.com/
300,Timothy Parsons,@theBozo,Twitter,2022-02-11,12:15,Fuel scientific pollution sustainable green heat.,Not humans,500,img_153.jpg,https://www.example.com/,https://www.example.com/
255,Jonathon Keller,@THE_CLIMATE_NEWS,Twitter,2022-02-13,00:52,Acidification drought policy bicycles methane.,Solutions won't work,500,img_27.jpg,https://www.example.com/,https://www.example.com/
259,Kevin Alexander,@theBozo,TikTok,2022-02-13,12:38,Earth preservation fishing fertilizer fossil change cities.,Not bad,418,img_183.jpg,https://www.example.com/,https://www.example.com/
263,Timothy Parsons,@dumbHandle,YouTube,2022-02-13,18:56,Science weather waste earth.,Scientists are unreliable,191,img_456.jpg,https://www.example.com/,https://www.example.com/
252,Joseph Miller,@exampleName,Twitter,2022-02-14,13:23,Extinction sustainable organic toxins justice organic carbon.,Solutions won't work,500,img_235.jpg,https://www.example.com/,https://www.example.com/
265,Christopher Barrett,@justSomeSillyLittleGuy,YouTube,2022-02-14,15:58,Law transit ice landfill quality sustainability.,Not happening,397,img_228.jpg,https://www.example.com/,https://www.example.com/
307,Michelle Rivers,@dumbHandle,Other,2022-02-14,16:42,Antarctic carbon rainforest wind conservation weatherproofing hydropower sustainability.,Not bad,500,img_429.jpg,https://www.example.com/,https://www.example.com/
248,Kevin Alexander,@theBozo,TikTok,2022-02-15,12:22,Air earthquake reforestation.,Not humans,333,img_236.jpg,https://www.example.com/,https://www.example.com/
295,Kevin Alexander,@THE_CLIMATE_NEWS,YouTube,2022-02-16,12:58,Nature fishing markets air action biodiversity.,Not humans,261,img_192.jpg,https://www.example.com/,https://www.example.com/
251,Sophia Bush,@exampleName,TikTok,2022-02-16,20:48,Reserve footprint volcano extinction warming.,Solutions won't work,164,img_47.jpg,https://www.example.com/,https://www.example.com/
276,Jonathon Keller,@exampleName,Twitter,2022-02-17,11:05,Arctic climate projections science transportation.,Not humans,155,img_100.jpg,https://www.example.com/,https://www.example.com/
250,Christopher Barrett,@justSomeSillyLittleGuy,Other,2022-02-18,23:30,Carbon solar action desertification.,Not bad,304,img_402.jpg,https://www.example.com/,https://www.example.com/
281,Kevin Alexander,@THE_CLIMATE_NEWS,Twitter,2022-02-19,05:05,Mitigation biofuel global wave.,Not humans,245,img_329.jpg,https://www.example.com/,https://www.example.com/
262,Robert Reyes,@notAHandle,YouTube,2022-02-19,14:16,Climate climate research trees bycatch energy.,Not bad,148,img_363.jpg,https://www.example.com/,https://www.example.com/
282,Kevin Alexander,@notAHandle,Other,2022-02-21,14:35,Sea farming food wildlife.,Scientists are unreliable,246,img_422.jpg,https://www.example.com/,https://www.example.com/
258,Timothy Parsons,@theBozo,TikTok,2022-02-22,05:32,Green climate weatherproofing energy peatlands organic overfishing biofuel.,Not happening,500,img_75.jpg,https://www.example.com/,https://www.example.com/
298,Jonathon Keller,@anotherFake_handle,Other,2022-02-24,06:13,Geothermal sea rainforest resilience.,Scientists are unreliable,271,img_282.jpg,https://www.example.com/,https://www.example.com/
274,Sophia Bush,@thisIsATest,TikTok,2022-02-25,15:32,Policy equity eco-friendly arctic projections sea green.,Not happening,235,img_281.jpg,https://www.example.com/,https://www.example.com/
249,Robert Reyes,@exampleName,Twitter,2022-03-01,04:11,Change natural hurricane chain wildlife volcano science urbanization.,Not humans,500,img_207.jpg,https://www.example.com/,https://www.example.com/
289,Robert Reyes,@anotherFake_handle,YouTube,2022-03-02,08:14,Sustainable biomass sustainability warming resilience landfill agriculture.,Scientists are unreliable,87,img_259.jpg,https://www.example.com/,https://www.example.com/
304,Christopher Barrett,@john214394343,TikTok,2022-03-02,18:33,Ozone electric degradation fires innovation analysis volcano weatherproofing.,Not bad,40,img_200.jpg,https://www.example.com/,https://www.example.com/
284,Michelle Rivers,@THE_CLIMATE_NEWS,Twitter,2022-03-04,20:00,Greenhouse insulation air gases reserves soil.,Not happening,243,img_485.jpg,https://www.example.com/,https://www.example.com/
271,Jonathon Keller,@climateFool,TikTok,2022-03-06,06:36,Carbon sustainable biofuel science hoax.,Not happening,442,img_114.jpg,https://www.example.com/,https://www.example.com/
308,Timothy Parsons,@exampleName,TikTok,2022-03-07,06:18,Clean savings conscious air technology.,Not happening,41,img_272.jpg,https://www.example.com/,https://www.example.com/
254,Robert Reyes,@justSomeSillyLittleGuy,Twitter,2022-03-07,17:45,Earth bycatch biodiversity action air wetlands.,Not bad,39,img_306.jpg,https://www.example.com/,https://www.example.com/
288,Timothy Parsons,@thisIsATest,Twitter,2022-03-08,16:46,Equity greenwashing justice vehicles compost.,Not happening,25,img_94.jpg,https://www.example.com/,https://www.example.com/
293,Jeanette Jackson,@THE_CLIMATE_NEWS,Other,2022-03-08,21:54,Fuels fuels equity sprawl extinction peatlands.,Solutions won't work,397,img_9.jpg,https://www.example.com/,https://www.example.com/
256,Amber Wilson,@john214394343,YouTube,2022-03-09,03:54,Hydropower industrial water fuel climate.,Not happening,500,img_25.jpg,https://www.example.com/,https://www.example.com/
309,Timothy Parsons,@climateFool,TikTok,2022-03-09,04:08,Cleaner biodiversity erosion disaster.,Not bad,395,img_224.jpg,https://www.example.com/,https://www.example.com/
297,Kevin Alexander,@justSomeSillyLittleGuy,Other,2022-03-09,19:04,Science bicycles habitat coastal solar heat compost research.,Not happening,177,img_377.jpg,https://www.example.com/,https://www.example.com/
287,Jonathon Keller,@john214394343,Other,2022-03-10,04:13,Depletion disaster fertilizer marine renewables ecosystems.,Not bad,500,img_227.jpg,https://www.example.com/,https://www.example.com/
296,Sophia Bush,@notAHandle,Twitter,2022-03-10,07:13,Urbanization ecosystems depletion environmental ice.,Solutions won't work,500,img_158.jpg,https://www.example.com/,https://www.example.com/
277,Sophia Bush,@anotherFake_handle,Other,2022-03-10,18:16,Soil environmental carbon resources cities climate.,Not happening,169,img_278.jpg,https://www.example.com/,https://www.example.com/
292,Amber Wilson,@exampleName,YouTube,2022-03-10,18:35,Resilience grid erosion landfill climate clean quality.,Not bad,13,img_418.jpg,https://www.example.com/,https://www.example.com/
278,Robert Reyes,@anotherFake_handle,Twitter,2022-03-11,05:01,Sea plastic policy antarctic energy.,Not bad,500,img_328.jpg,https://www.example.com/,https://www.example.com/
273,Joseph Miller,@climateFool,YouTube,2022-03-13,05:43,Solar arctic preservation air law carbon ice.,Solutions won't work,24,img_464.jpg,https://www.example.com/,https://www.example.com/
264,Jonathon Keller,@THE_CLIMATE_NEWS,TikTok,2022-03-13,13:02,Environmental earth sustainability wetlands bamboo.,Solutions won't work,109,img_28.jpg,https://www.example.com/,https://www.example.com/
275,Jeanette Jackson,@john214394343,TikTok,2022-03-16,23:41,Melting recycle extinction disaster.,Not humans,200,img_496.jpg,https://www.example.com/,https://www.example.com/
257,Timothy Parsons,@theBozo,Twitter,2022-03-21,02:20,Fossil carbon-neutral resilience data wildlife wind.,Not happening,374,img_196.jpg,https://www.example.com/,https://www.example.com/
286,Amber Wilson,@exampleName,TikTok,2022-03-22,06:47,Resources pollutants grid smart levels.,Not bad,480,img_183.jpg,https://www.example.com/,https://www.example.com/
269,Timothy Parsons,@justSomeSillyLittleGuy,TikTok,2022-03-22,14:33,Drought earthquake monoculture air weather fuel soil.,Not humans,500,img_355.jpg,https://www.example.com/,https://www.example.com/
268,Jonathon Keller,@climateFool,YouTube,2022-03-23,03:01,Waste green resources organic.,Solutions won't work,133,img_255.jpg,https://www.example.com/,https://www.example.com/
299,Joseph Miller,@anotherFake_handle,Twitter,2022-03-23,03:02,Volcano mitigation climate greenhouse plastic.,Not happening,500,img_455.jpg,https://www.example.com/,https://www.example.com/
279,Jonathon Keller,@thisIsATest,Twitter,2022-03-23,13:27,Research greenhouse gases turbines sustainable scientists footprint degradation.,Solutions won't work,500,img_398.jpg,https://www.example.com/,https://www.example.com/
280,Kevin Alexander,@john214394343,Other,2022-03-24,17:26,Fossil models production wetlands climate.,Not bad,484,img_114.jpg,https://www.example.com/,https://www.example.com/
261,Kevin Alexander,@john214394343,Other,2022-03-25,04:51,Weather solar heat herbicides ocean rainforest natural.,Not humans,500,img_227.jpg,https://www.example.com/,https://www.example.com/
272,Jonathon Keller,@notAHandle,YouTube,2022-03-26,18:03,Human nuclear bamboo hurricane biodiversity impact.,Not happening,500,img_211.jpg,https://www.example.com/,https://www.example.com/
285,Timothy Parsons,@theBozo,YouTube,2022-03-26,22:47,Bamboo research climate ecotourism.,Not happening,500,img_174.jpg,https://www.example.com/,https://www.example.com/
301,Robert Reyes,@climateFool,YouTube,2022-03-28,21:10,Fossil rainforest parks sequestration extinction.,Not bad,466,img_324.jpg,https://www.example.com/,https://www.example.com/
306,Joseph Miller,@theBozo,TikTok,2022-03-31,03:24,Misinformation soil pollutants regulations heat hoax green.,Not bad,500,img_365.jpg,https://www.example.com/,https://www.example.com/
359,Timothy Parsons,@climateFool,YouTube,2022-04-03,16:41,Greenwashing marine carbon fuel advocacy bycatch science innovation.,Not bad,117,img_42.jpg,https://www.example.com/,https://www.example.com/
334,Christopher Barrett,@theBozo,YouTube,2022-04-06,11:06,Peatlands green smog action electric.,Scientists are unreliable,493,img_314.jpg,https://www.example.com/,https://www.example.com/
310,Timothy Parsons,@thisIsATest,Other,2022-04-07,18:34,Peatlands peatlands plastic biofuel renewable impact energy.,Scientists are unreliable,500,img_59.jpg,https://www.example.com/,https://www.example.com/
368,Jeanette Jackson,@anotherFake_handle,TikTok,2022-04-14,16:33,Hydropower plastic weatherproofing greenwashing.,Not happening,500,img_386.jpg,https://www.example.com/,https://www.example.com/
353,Michelle Rivers,@john214394343,Other,2022-04-22,14:48,Biodiversity biodegradable scientists panels urbanization erosion.,Not bad,107,img_225.jpg,https://www.example.com/,https://www.example.com/
335,Jeanette Jackson,@john214394343,Other,2022-04-23,15:31,Analysis depletion preservation compost earth sea.,Not bad,500,img_418.jpg,https://www.example.com/,https://www.example.com/
357,Timothy Parsons,@notAHandle,TikTok,2022-04-28,07:42,Efficiency climate deforestation urbanization rainforest scientists.,Not humans,500,img_170.jpg,https://www.example.com/,https://www.example.com/
344,Jonathon Keller,@THE_CLIMATE_NEWS,Twitter,2022-05-06,10:56,Carbon-Neutral species weather transportation public.,Solutions won't work,500,img_273.jpg,https://www.example.com/,https://www.example.com/
355,Jonathon Keller,@exampleName,TikTok,2022-05-08,13:30,Greenwashing herbicides extinction heat mitigation ice wind.,Scientists are unreliable,372,img_344.jpg,https://www.example.com/,https://www.example.com/
337,Michelle Rivers,@thisIsATest,Twitter,2022-05-10,23:30,Greenhouse storm electric.,Not happening,500,img_213.jpg,https://www.example.com/,https://www.example.com/
356,Michelle Rivers,@justSomeSillyLittleGuy,Other,2022-05-11,06:14,Pollutants green habitat solar temperature wave.,Not humans,500,img_48.jpg,https://www.example.com/,https://www.example.com/
351,Michelle Rivers,@theBozo,TikTok,2022-05-11,10:52,Misinformation wildlife fertilizer law sustainable resilience marine living.,Not humans,500,img_73.jpg,https://www.example.com/,https://www.example.com/
322,Jeanette Jackson,@THE_CLIMATE_NEWS,Other,2022-05-17,10:37,Eco-Friendly ozone sea hoax electricity electricity.,Not happening,500,img_441.jpg,https://www.example.com/,https://www.example.com/
363,Robert Reyes,@exampleName,TikTok,2022-05-22,17:42,Pesticide agriculture grid sustainable smog.,Not happening,500,img_347.jpg,https://www.example.com/,https://www.example.com/
320,Timothy Parsons,@dumbHandle,Twitter,2022-05-25,08:12,Clean energy electric eco-friendly degradation hydropower divestment quality.,Not humans,500,img_21.jpg,https://www.example.com/,https://www.example.com/
364,Sophia Bush,@thisIsATest,YouTube,2022-05-25,14:43,Marine justice fuel solar heat seismic.,Scientists are unreliable,500,img_484.jpg,https://www.example.com/,https://www.example.com/
315,Kevin Alexander,@justSomeSillyLittleGuy,Twitter,2022-06-02,15:31,Industrial fertilizer urban cities recycle solar research.,Not bad,500,img_36.jpg,https://www.example.com/,https://www.example.com/
332,Sophia Bush,@notAHandle,Other,2022-06-05,07:59,Efficiency policy regulations reserve degradation innovation.,Not bad,500,img_258.jpg,https://www.example.com/,https://www.example.com/
354,Timothy Parsons,@dumbHandle,Other,2022-06-05,13:30,Law preservation cycle pesticide eco-friendly fertilizer.,Not happening,142,img_94.jpg,https://www.example.com/,https://www.example.com/
323,Michelle Rivers,@climateFool,YouTube,2022-06-09,19:32,Endangered cities volcano parks biodiversity rainforest habitat.,Scientists are unreliable,500,img_240.jpg,https://www.example.com/,https://www.example.com/
350,Jeanette Jackson,@THE_CLIMATE_NEWS,Other,2022-06-26,13:50,Heat arctic greenwashing grid transit antarctic plastic.,Not humans,163,img_297.jpg,https://www.example.com/,https://www.example.com/
311,Jonathon Keller,@thisIsATest,TikTok,2022-06-27,14:54,Hurricane divestment projections technology wind chain sprawl.,Solutions won't work,500,img_114.jpg,https://www.example.com/,https://www.example.com/
361,Jeanette Jackson,@notAHandle,YouTube,2022-06-28,08:12,Corridors ecosystems biodegradable.,Solutions won't work,15,img_265.jpg,https://www.example.com/,https://www.example.com/
328,Amber Wilson,@notAHandle,YouTube,2022-07-05,06:44,Insulation environmental coastal forest analysis.,Not bad,157,img_335.jpg,https://www.example.com/,https://www.example.com/
342,Jonathon Keller,@dumbHandle,Other,2022-07-08,04:06,Hurricane protection development hoax climate.,Not humans,84,img_23.jpg,https://www.example.com/,https://www.example.com/
339,Sophia Bush,@anotherFake_handle,TikTok,2022-07-11,03:12,Carbon climate fuels technology.,Not humans,80,img_490.jpg,https://www.example.com/,https://www.example.com/
326,Christopher Barrett,@thisIsATest,Other,2022-07-12,01:00,Carbon-Neutral climate fuel cycle volcano bamboo.,Solutions won't work,500,img_376.jpg,https://www.example.com/,https://www.example.com/
321,Timothy Parsons,@justSomeSillyLittleGuy,Other,2022-07-18,10:34,Compost reserves electric air vehicles biodiversity hoax.,Not bad,500,img_247.jpg,https://www.example.com/,https://www.example.com/
338,Jeanette Jackson,@thisIsATest,YouTube,2022-07-19,05:53,Public cities carbon smart.,Not bad,269,img_86.jpg,https://www.example.com/,https://www.example.com/
312,Robert Reyes,@exampleName,TikTok,2022-07-20,15:30,Carbon renewable warming degradation.,Not humans,500,img_91.jpg,https://www.example.com/,https://www.example.com/
352,Michelle Rivers,@john214394343,Other,2022-07-20,18:31,Conservation divestment sustainable renewable greenwashing.,Not happening,382,img_136.jpg,https://www.example.com/,https://www.example.com/
360,Jonathon Keller,@john214394343,Other,2022-07-21,03:10,Bycatch carbon pesticides supply transit.,Not humans,500,img_348.jpg,https://www.example.com/,https://www.example.com/
